formula,pred_stability,pred_bandgap,non_metal_confidence,promise_score
GaSn7As13,0.14315266573754562,0.0,0.3556429997758491,0.0
HfSn9As16,0.15365319063211347,0.0,0.20553890156831123,0.0
GaSn7As11,0.11779361386200236,2.4077053967924167,0.5230960052900442,0.0
GaSn6As11,0.13550309016243295,0.0,0.3347748700521378,0.0
Ga(Sn3As5)2,0.11855091042307177,0.0,0.46901663510726244,0.0
Ga(SnAs2)5,0.13549863946260338,0.0,0.3556429997758491,0.0
GaSn5As9,0.12291156890826284,0.0,0.41394448626163827,0.0
GaSn5As8,0.11521024655765967,2.3088330731969213,0.5352417713345012,0.0
Ga(SnAs2)4,0.13607885613800003,0.0,0.3440741299332506,0.0
GaSn4As7,0.11485349581995946,0.0,0.4952970918892362,0.0
Ga(Sn2As3)2,0.10276279023664328,2.3861488816777796,0.6208913648875445,0.0
Ga(SnAs2)3,0.12192033121361659,0.0,0.3587209720822129,0.0
GaSn7As12,0.12716391334070604,0.0,0.4206710745391645,0.0
Hf(Sn3As5)3,0.152654672256075,0.0,0.19778427673245358,0.0
HfSn9As14,0.13317523106847004,0.0,0.3578202071998051,0.0
Hf(Sn4As7)2,0.15414471881029626,0.0,0.185852141206321,0.0
HfSn8As13,0.13566083699705878,0.0,0.33851530565816856,0.0
HfSn7As13,0.1537853074259035,0.0,0.24915329846279455,0.0
HfSn7As12,0.14147447676645789,0.0,0.3038931911118382,0.0
HfSn7As11,0.13270661822135058,0.0,0.3973886177958903,0.0
HfSn6As11,0.15382800804827132,0.0,0.23228118682776777,0.0
Hf(Sn3As5)2,0.13208455033611985,0.0,0.3468532412608327,0.0
HfSnAs3,0.11893882269868725,0.0,0.3862832703451574,0.0
HfSn5As9,0.13991154358868113,0.0,0.2980731471422958,0.0
HfSn5As8,0.12855764829912342,0.0,0.40911952192224266,0.0
Hf(SnAs2)4,0.15198082127138407,0.0,0.25011923250271895,0.0
HfSn4As7,0.1276891332762051,0.0,0.3652405192120015,0.0
Hf(Sn2As3)2,0.11685114483137965,2.6632085327395756,0.5764789945153119,0.0
Hf(SnAs2)3,0.13807777312280148,0.0,0.2619252708279025,0.0
HfSn3As5,0.11857034696164212,2.6684676340880364,0.5747610084758559,0.0
HfSn2As5,0.1535691832313207,0.0,0.30137651005561916,0.0
Hf(SnAs2)2,0.16875585466283852,2.654442916146371,0.5275606175314815,0.0
HfSn2As3,0.2987255668663638,2.2359610781508357,0.6602024927406205,0.0
Hf(SnAs2)5,0.15249861414302146,0.0,0.24915329846279455,0.0
Sn6As9C,0.12769026218241225,2.2350256942896984,0.5342168286804228,0.0
Sn5As9C,0.14063265672394484,0.0,0.3158165953313147,0.0
Sn5As8C,0.12992626076429153,0.0,0.4294291701734586,0.0
Sn4As8C,0.15379994395368185,0.0,0.266090242551969,0.0
Sn4As7C,0.1293578955337641,0.0,0.38479042511271133,0.0
Sn4As6C,0.11848105791777998,2.3998801540019765,0.5626071691535551,0.0
Sn3As6C,0.1414641569161249,0.0,0.27837029208968944,0.0
Sn3As5C,0.11863668925035575,2.4051392553504374,0.560875775899895,0.0
Sn3As4C,0.2264864758599711,2.073350255167971,0.5940817814948558,0.0
Sn6As11N,0.16488309421064834,0.0,0.1542832972387298,0.0
ScSn7As12,0.1503733811076802,0.0,0.38829841371895346,0.0
ScSn7As11,0.1416055225625729,0.0,0.48950118839372836,0.0
ScSn6As11,0.16278342420534406,0.0,0.3055262891315327,0.0
Sc(Sn3As5)2,0.13978203486720858,0.0,0.43572173564103356,0.0
Sc(Sn2As3)3,0.13423840050763994,2.2696466822422448,0.6053988679758839,0.0
ScSn5As9,0.1410123551501838,0.0,0.3817483680687619,0.0
ScSn5As8,0.12989772092535362,2.2705269147785776,0.501687491045747,0.0
Sc(SnAs2)4,0.15462237971268275,0.0,0.32659631617886975,0.0
ScSn4As7,0.12940848504143002,0.0,0.4555343681287871,0.0
Sc(Sn2As3)2,0.11825653921073617,2.3506092483994254,0.6324357290436189,0.0
Sc(Sn2As3)4,0.14385941903304475,0.0,0.48950118839372836,0.0
Sn3As6Se,0.1465294943000898,0.0,0.36720191119751744,0.0
Sn3As5Se,0.12916302842226646,2.3615956124832937,0.6576946284986758,0.0
Sn2As5Se,0.16913769955178998,0.0,0.45317960052179285,0.0
Sn2As4Se,0.18326325584345238,2.420017153918666,0.6232105778027159,0.0
Sn2As3Se,0.3019579960133986,1.952934748248093,0.7103531662351433,0.0
SnAs3Se,0.12934051491193432,0.0,0.49900746482171054,0.0
SnAs2Se,0.502385492712346,2.0237461642914725,0.8338337699232345,0.0
SnAsSe,0.28712127660134357,2.1636990061163006,0.7828731909388207,0.0
Sc(Sn5As8)2,0.13769012978048142,0.0,0.4801390314237185,0.0
Sn6As10C,0.13280566347138356,0.0,0.36598641241355545,0.0
Sc(Sn3As5)3,0.15422116948788864,0.0,0.3149778920944445,0.0
ScSn9As14,0.13410693357041137,2.259769027242471,0.5096023938738341,0.0
Sc(Sn4As7)2,0.15493883285390717,0.0,0.29860729786279183,0.0
ScSn8As13,0.1465434086954977,0.0,0.48833572429531313,0.0
Sn4As7Se,0.12894070465082436,0.0,0.4736887110092943,0.0
Sn4As6Se,0.11857317553765144,2.3773246612087466,0.6492334834389135,0.0
Sn8As12C,0.13318116048489007,0.0,0.41752741582010766,0.0
Sn7As12C,0.1409325300051734,0.0,0.3218242468998743,0.0
Sn7As11C,0.13216467146006602,0.0,0.41752741582010766,0.0
Sn6As11C,0.15334257310283692,0.0,0.24748909453852952,0.0
ScSn9As16,0.1552196878639271,0.0,0.3254632219642174,0.0
CrSn4As7,0.12851752679717185,0.0,0.3818491828380507,0.0
Cr(Sn2As3)2,0.11817181978552194,1.9649907789916998,0.520974755979283,0.0
Cr(SnAs2)3,0.14058987848671717,0.0,0.26008340833133947,0.0
CrSn3As5,0.12087556310819317,0.0,0.47645472698144586,0.0
CrSn2As5,0.15612772104541714,0.0,0.13319485929591823,0.0
Cr(SnAs2)2,0.17047691192627268,0.0,0.21748298255967835,0.0
CrSn2As3,0.3051937875279596,0.0,0.3879452289898214,0.0
CrSnAs3,0.12444913561920534,0.0,0.15427868035542291,0.0
CrSnAs2,0.5029514106249577,1.6578927741622924,0.6449765463641507,0.0
Sc(SnAs2)3,0.1393406896977245,0.0,0.3403736767856147,0.0
CrSn,0.1506745388510952,0.0,0.16650699136556268,0.0
Sn10As16N,0.1416565652458472,0.0,0.4092220452279933,0.0
Sn9As16N,0.1641358544276535,0.0,0.2657149149244046,0.0
Sn9As15N,0.1631373360516151,0.0,0.25642273466396137,0.0
Sn9As14N,0.1436578948640101,0.0,0.3011429485511037,0.0
Sn8As14N,0.1650245695637175,0.0,0.1500493486787785,0.0
Sn8As13N,0.14671904145245057,0.0,0.2835457269170212,0.0
Sn7As13N,0.16484351188129534,0.0,0.16672024665742124,0.0
Sn7As12N,0.15228834030645777,0.0,0.2083754279504446,0.0
Sn7As11N,0.1437051925678774,0.0,0.28449419328889114,0.0
CrSnAs,0.25778023980154136,0.0,0.3636362206960888,0.0
ScSn3As5,0.11930275515978012,2.4996792982443345,0.6307993575367344,0.0
ScSn3As4,0.22715254176939545,2.1684512698964586,0.6619051458863847,0.0
Sc(SnAs2)2,0.17015193160611458,2.4648973610965546,0.5334758931874829,0.0
ScSn2As3,0.30211721826542404,2.061965511712381,0.7075570501684169,0.0
Sc(SnAs)2,0.3626184758626156,2.357759834382224,0.8130911284045257,0.0
ScSn2As,0.45676965313313517,2.2744294133468417,0.8636765914664146,0.0
Cr(Sn5As8)2,0.13340612175688177,0.0,0.4095991911193778,0.0
CrSn9As16,0.1509356798403274,0.0,0.2660193564958424,0.0
Cr(Sn3As5)3,0.15107838506121607,0.0,0.25672025197677784,0.0
Cr(SnAs2)4,0.1513181425243637,0.0,0.27287594317352426,0.0
Cr(Sn4As7)2,0.15239694961323152,0.0,0.24230650757188765,0.0
CrSn8As13,0.13446405338985917,0.0,0.4175589085773902,0.0
CrSn7As13,0.15316202550383645,0.0,0.24023396939653907,0.0
CrSn7As12,0.14038834967437805,0.0,0.2534221673736524,0.0
CrSn7As11,0.1320446903829435,0.0,0.48369575968797085,0.0
CrSn6As11,0.1544270416026657,0.0,0.25966520158310014,0.0
Cr(Sn3As5)2,0.13389013197121238,0.0,0.43001686124314986,0.0
Cr(Sn2As3)3,0.12451912248453544,1.9413095111192702,0.5998339768827662,0.0
CrSn5As9,0.13854998729392315,0.0,0.329880674975762,0.0
CrSn5As8,0.12711489424517547,0.0,0.4958779229958138,0.0
CrSn9As14,0.1315989438736111,0.0,0.43838413661812314,0.0
Rb(Sn5As8)2,0.13760968730899106,0.0,0.40844046000319756,0.0
RbSn9As16,0.1551392453924368,0.0,0.2650844335871182,0.0
Rb(Sn3As5)3,0.15414072701639833,0.0,0.2558066205094951,0.0
RbSn9As14,0.13466128582879336,0.0,0.4042054914449028,0.0
Rb(Sn4As7)2,0.1554592915684138,0.0,0.21749484876875502,0.0
RbSn8As13,0.13697540975517633,0.0,0.3838940598837256,0.0
RbSn7As13,0.15513207704313048,0.0,0.2395472191099245,0.0
RbSn7As12,0.14248322473729294,0.0,0.25480664624805194,0.0
RbSn7As11,0.13507072741453882,0.0,0.3405891832962452,0.0
GaSn3As5,0.10526226505010504,2.4662694040195956,0.5975614922016497,0.0
Rb(Sn3As5)2,0.13781656436125242,0.0,0.2937558555730466,0.0
Rb(SnAs2)5,0.157443648735679,0.0,0.20628839055133474,0.0
RbSn5As9,0.1448565781813384,0.0,0.249589619978678,0.0
RbSn5As8,0.13430197235203836,0.0,0.369724762689318,0.0
Rb(SnAs2)4,0.15794059615469422,0.0,0.22032596317595843,0.0
RbSn4As7,0.13254700542568001,0.0,0.32772747428061655,0.0
Rb(Sn2As3)2,0.12302343543080248,2.318338866279271,0.5006331638476835,0.0
Rb(SnAs2)3,0.1437662015163269,0.0,0.2311592154348887,0.0
RbSn3As5,0.12433036363083598,0.0,0.49887496180016944,0.0
RbSn2As5,0.158483979965329,0.0,0.25991477816190944,0.0
RbSn6As11,0.15492604884137418,0.0,0.19157836831103048,0.0
Sn8As14Pt,0.1583806664035358,0.0,0.24142751079422475,0.0
Sn8As13Pt,0.13989678459029825,0.0,0.41639354092182956,0.0
Sn7As13Pt,0.15802125501914302,0.0,0.2650844335871182,0.0
Sn7As12Pt,0.14534345268811946,0.0,0.3218242468998743,0.0
Sn7As11Pt,0.13657559414301224,0.0,0.41752741582010766,0.0
Sn6As11Pt,0.1561994582840001,0.0,0.24748909453852952,0.0
Sn6As10Pt,0.13561426405607235,0.0,0.36598641241355545,0.0
Sn5As10Pt,0.15607661245944837,0.0,0.2650844335871182,0.0
Sn5As9Pt,0.14344125730863347,0.0,0.3158165953313147,0.0
SnAsPt,0.1788795606724269,2.284283114878616,0.6866642037474515,0.0
Sn4As8Pt,0.15626916405693878,0.0,0.266090242551969,0.0
Sn4As7Pt,0.13146744631804919,0.0,0.38479042511271133,0.0
Sn4As6Pt,0.12058301528889166,2.341121637850323,0.5626071691535551,0.0
Sn3As6Pt,0.14121795392586062,0.0,0.27837029208968944,0.0
Sn3As5Pt,0.12117537240841962,2.346380739198784,0.560875775899895,0.0
Sn2As5Pt,0.21116785920590672,0.0,0.34175226033804373,0.0
Sn2As4Pt,0.22896765999323151,0.0,0.4862544932809495,0.0
Sn2As3Pt,0.3518401392732479,1.928297858916083,0.6669558049756528,0.0
SnAs3Pt,0.16631971635653597,0.0,0.44703410386055376,0.0
SnAs2Pt,0.5449970971681974,2.060180959062992,0.8295474915684378,0.0
Sn5As8Pt,0.1319389580058972,0.0,0.4294291701734586,0.0
Mg(SnAs2)3,0.13479529463419376,0.0,0.3676197622556834,0.0
MgSn3As5,0.11507394166343991,2.279678784259359,0.6580992627258784,0.0
MgSn2As5,0.14804669179186258,0.0,0.4140597648157347,0.0
Mg(SnAs2)2,0.16370028340348144,2.2275762752255317,0.5629865873149968,0.0
MgSn2As3,0.30194650083604363,1.7672187414802378,0.7334073017993106,0.0
MgSnAs3,0.11702862965367154,1.9605277924366478,0.509954792779342,0.0
MgSnAs,0.30019740528222816,2.033274078117499,0.7036019595514873,0.0
Sn10As16W,0.13609430760321525,0.0,0.38883326737865964,0.0
Sn9As16W,0.15362386568666092,0.0,0.2494570332614089,0.0
Rb(SnAs2)2,0.1749260145247314,0.0,0.3502847485221102,0.0
Sn9As14W,0.13314590612301752,0.0,0.4171900732385818,0.0
Sn8As14W,0.15394391186263792,0.0,0.226764419486561,0.0
Sn8As13W,0.13546003004940046,0.0,0.3966605620504182,0.0
Sn7As13W,0.15358450047824515,0.0,0.2494570332614089,0.0
Sn7As12W,0.1409356481724077,0.0,0.3550994219621286,0.0
Sn7As11W,0.13216778962730036,2.2340852380463785,0.5023880461030484,0.0
Sn6As11W,0.1533456912700712,0.0,0.3165732555377817,0.0
Sn6As10W,0.1328087816386179,0.0,0.44843646869147546,0.0
Sn5As10W,0.1532228454455195,0.0,0.3368813689052329,0.0
Sn5As9W,0.15757790540627753,0.0,0.3939877937350217,0.0
Sn9As15W,0.15262534731062247,0.0,0.24054714696746549,0.0
RbSn2As3,0.30499355755793056,1.9965377608376305,0.5422780514690748,0.0
RbSnAs3,0.12097751891483907,0.0,0.28096810240085923,0.0
RbSnAs2,0.5020744645029978,2.0304403848193227,0.7017029818231246,0.0
RbSnAs,0.28120510163322693,2.1047056570013902,0.5629328294142913,0.0
Mg(Sn5As8)2,0.13271530769500758,2.2515820535187006,0.5074833695418037,0.0
MgSn9As16,0.1501970967334763,0.0,0.34992808707957135,0.0
Mg(Sn3As5)3,0.14997453546979198,0.0,0.3390507520301217,0.0
MgSn8As15,0.15020826885613267,0.0,0.32623316582344497,0.0
Mg(Sn4As7)2,0.1527828197313372,0.0,0.3220171478697552,0.0
MgSn3As7,0.14724070465171363,0.0,0.3630395689195731,0.0
MgSn7As13,0.1525814939188419,0.0,0.34992808707957135,0.0
MgSn7As12,0.13849613595137447,0.0,0.4145835389378548,0.0
MgSn7As11,0.12977604645124402,2.2555619241634846,0.5168486160595052,0.0
MgSn6As11,0.14957845686545257,0.0,0.3292239582644061,0.0
Mg(Sn3As5)2,0.12914153911059337,0.0,0.46278836280675384,0.0
Mg(SnAs2)5,0.14798592081491044,0.0,0.34992808707957135,0.0
MgSn5As9,0.13539885026057022,0.0,0.4078857570400085,0.0
MgSn5As8,0.12438695528700579,2.21674105787271,0.5290102310657148,0.0
Mg(SnAs2)4,0.1482421489089066,0.0,0.35110202150568814,0.0
MgSn4As7,0.12353648481146834,0.0,0.48292638011245137,0.0
MgSn8As13,0.13434670696307666,2.2007709222370027,0.5156838132873953,0.0
Sn4As8P,0.09292731395176684,0.0,0.2665160866797729,0.0
Sn4As7P,0.06931436735824122,0.0,0.41084208699800107,0.0
Sn4As6P,0.049570386202717226,2.2193308021475238,0.5891684211196759,0.0
Sn3As6P,0.07083907380732563,0.0,0.27880832295270097,0.0
Sn3As5P,0.03966010488903447,2.136665161384166,0.5874650736583104,0.0
Sn2As5P,0.07279285501087283,0.0,0.318401661544773,0.0
Sn2As4P,0.08793979965529138,0.0,0.4864962446578329,0.0
Sn2As3P,0.2334785330293297,1.775216091462151,0.6714110560338462,0.0
SnAs3P,0.03726693839260686,0.0,0.2746820626656903,0.0
Sn9As14Pt,0.1365246289915662,0.0,0.4372042759161472,0.0
SnAsP,0.21980238637245755,2.219602529906277,0.6310657575806209,0.0
Sn10As16O,0.1390582238196655,0.0,0.40844046000319756,0.0
Sn9As16O,0.15658778190311123,0.0,0.2650844335871182,0.0
Sn9As15O,0.15558926352707278,0.0,0.2558066205094951,0.0
Sn9As14O,0.13610982233946778,0.0,0.4372042759161472,0.0
Sn8As14O,0.15690782807908824,0.0,0.24142751079422475,0.0
Sn8As13O,0.13842394626585075,0.0,0.41639354092182956,0.0
Sn8As12O,0.13573995660339774,0.0,0.41752741582010766,0.0
Sn7As12O,0.14389956438885776,0.0,0.3218242468998743,0.0
Sn7As11O,0.13513170584375062,0.0,0.41752741582010766,0.0
SnAs2P,0.436259868275816,1.8806809743176902,0.764765994902408,0.0
GaSn2As5,0.14116886128705006,0.0,0.3852767588520265,0.0
Ga(SnAs2)2,0.163849882221573,2.4764579203332135,0.5332730460366087,0.0
GaSn2As3,0.29561588423801644,2.0635681964483843,0.6306621755525192,0.0
GaSnAs3,0.11374719526735126,0.0,0.4536931666072831,0.0
GaSnAs2,0.4636231863293147,2.1592226873185605,0.7947771474746359,0.0
GaSnAs,0.24954165159961247,2.330013683745594,0.6901662915494171,0.0
GaSn,0.15177427915779054,2.351688084241003,0.5226191234543008,0.0
Sn10As16P,0.13466725429519857,0.0,0.35859553451563697,0.0
Sn9As16P,0.15219681237864421,0.0,0.2650844335871182,0.0
Sn5As8P,0.07215511757161854,0.0,0.45626165920595163,0.0
Sn9As14P,0.13171885281500087,0.0,0.3861404138496436,0.0
Sn8As14P,0.15251685855462127,0.0,0.24142751079422475,0.0
Sn8As13P,0.1340329767413838,0.0,0.3661788333471624,0.0
Sn7As13P,0.09606489574376091,0.0,0.27418842727113724,0.0
Sn7As12P,0.08647139268445465,0.0,0.33199659633799383,0.0
Sn7As11P,0.07687402746441739,0.0,0.45509624730560183,0.0
Sn6As11P,0.09749107058965081,0.0,0.256199460248581,0.0
Sn6As10P,0.07664059238989902,0.0,0.40211927782770474,0.0
Sn5As10P,0.09312749457027199,0.0,0.27418842727113724,0.0
Sn5As9P,0.08054042401593141,0.0,0.3162877239054508,0.0
Sn9As15P,0.15119829400260576,0.0,0.2558066205094951,0.0
Sn7BAs11,0.13464091674494652,0.0,0.46490549406240633,0.0
Sn6BAs11,0.15604913704447915,0.0,0.267578458141018,0.0
Sn6BAs10,0.13544739691171845,0.0,0.4116492820921105,0.0
Sn5BAs10,0.1576050395944664,0.0,0.28605912012188306,0.0
Sn5BAs9,0.1450179690401258,0.0,0.3389540509517487,0.0
Sn5BAs8,0.1338669803862533,0.0,0.4770516785125577,0.0
Sn4BAs8,0.15814890184082045,0.0,0.2871134216876793,0.0
Sn4BAs7,0.13338527795208846,0.0,0.43120377487864936,0.0
Sn3BAs7,0.15731448449442462,0.0,0.2977504227492286,0.0
Sn6As11O,0.1563096074865215,0.0,0.24748909453852952,0.0
Sn3BAs5,0.1340830886376301,2.505671360057052,0.584973927732057,0.0
Sn2BAs5,0.17852976304849982,0.0,0.3460547560592502,0.0
Sn2BAs4,0.19432699063979603,2.436206263907457,0.5128196630207661,0.0
Sn2BAs3,0.30651256744957256,1.9785180309802788,0.6633383399343642,0.0
SnBAs3,0.1522931970183609,0.0,0.3460231520258833,0.0
SnBAs2,0.5121585583809479,2.1071223109431743,0.7689427846463038,0.0
SnBAs,0.31220330171786775,1.8246448189702316,0.7218450642713976,0.0
Sn10As16Pt,0.13947231228260984,0.0,0.40844046000319756,0.0
Sn9As16Pt,0.15700258855520974,0.0,0.2650844335871182,0.0
Sn9As15Pt,0.15600407017917128,0.0,0.2558066205094951,0.0
Sn3BAs6,0.14492191788146605,0.0,0.2999671373501779,0.0
Sn6As10O,0.13577269785506813,0.0,0.36598641241355545,0.0
Sn6As9O,0.13024905830091987,2.2350256942896984,0.5342168286804228,0.0
Sn5As9O,0.14342357108818293,0.0,0.3158165953313147,0.0
Sn5As8O,0.13230893686335302,0.0,0.4294291701734586,0.0
Sn4As8O,0.1565908583179202,0.0,0.266090242551969,0.0
Sn4As7O,0.131837425175505,0.0,0.38479042511271133,0.0
Sn4As6O,0.12080275399998944,2.4004520015052515,0.5626071691535551,0.0
Sn3As6O,0.14321192815348763,0.0,0.27837029208968944,0.0
Sn3As5O,0.12024472161142041,2.4057111028537124,0.560875775899895,0.0
Sn3As4O,0.2040798886721206,2.0739221026712458,0.5940817814948558,0.0
Sn7BAs12,0.14340877529005364,0.0,0.345179783198853,0.0
Sn2As3O,0.2802818059775218,1.9913284760516554,0.6439656493542789,0.0
Sn2As2O,0.28580948477866963,2.163625026392791,0.7648203936419694,0.0
Sn2AsO,0.4664850488661998,2.176471485670884,0.7801584402429599,0.0
Sn10BAs16,0.13862509572535398,0.0,0.45559393091245104,0.0
Sn9BAs16,0.15615465380879967,0.0,0.28605912012188306,0.0
Sn9BAs15,0.15509847442826866,0.0,0.2763232218807178,0.0
Sn8BAs15,0.1556556342491261,0.0,0.2649264971724634,0.0
Sn8BAs14,0.15641703898028414,0.0,0.261195623982583,0.0
Sn8BAs13,0.13793315716704663,0.0,0.46374539315014696,0.0
Sn7BAs13,0.15605762759589134,0.0,0.28605912012188306,0.0
Sn2As4O,0.17088697230695396,0.0,0.46087358305580606,0.0
Sn2As3Br,0.323890558453563,1.9442991406562278,0.5787165217851955,0.0
SnAs3Br,0.15620872831143898,0.0,0.3284770928769737,0.0
SnAs2Br,0.540484962712801,2.0524840255157626,0.7489371570127641,0.0
SnAsBr,0.3247877352689781,2.2149017460655234,0.5632416368869695,0.0
SnBr,0.2001378266027817,0.0,0.4120834962604977,0.0
Sn10MoAs16,0.11861519805062513,0.0,0.37345037199952136,0.0
Sn9MoAs16,0.13614475613407104,0.0,0.23744585438701493,0.0
Sn9MoAs15,0.13514623775803264,0.0,0.22883417290075314,0.0
Sn9MoAs14,0.11566679657042742,0.0,0.38420881504835314,0.0
NiSnAs3,0.1414856907123392,0.0,0.13306998294508277,0.0
Sn8MoAs13,0.11567849068959207,0.0,0.364287831456376,0.0
Sn7MoAs13,0.1337856915786854,0.0,0.22510849527540244,0.0
Sn7MoAs12,0.12151403694224745,0.0,0.27651110545750857,0.0
Sn7MoAs11,0.11274617839714007,0.0,0.39459174724576895,0.0
Sn6MoAs11,0.13417903561058678,0.0,0.23069408242255451,0.0
Sn6MoAs10,0.1144121958780583,0.0,0.3442088854523865,0.0
Sn5MoAs10,0.1344490620155604,0.0,0.24748807540809892,0.0
Sn5MoAs9,0.12223918913061958,0.0,0.3170389942421753,0.0
Sn5MoAs8,0.11394074746721883,0.0,0.4301347632361544,0.0
Sn4MoAs8,0.1378454712523865,0.0,0.2788704412850387,0.0
Sn8MoAs14,0.13441732807350543,0.0,0.20357886565635952,0.0
Sn10As16Br,0.13662277220196606,0.0,0.40844046000319756,0.0
Sn9As16Br,0.15409898118935839,0.0,0.2650844335871182,0.0
Sn9As15Br,0.15310046281331993,0.0,0.2558066205094951,0.0
Sn9As14Br,0.1330386446663306,0.0,0.4372042759161472,0.0
Sn8As14Br,0.15383665040595101,0.0,0.24142751079422475,0.0
Sn8As13Br,0.13218586912831085,0.0,0.41639354092182956,0.0
Sn7As13Br,0.15031033955715545,0.0,0.2650844335871182,0.0
Sn7As12Br,0.13765119324955108,0.0,0.3218242468998743,0.0
Sn7As11Br,0.1288833347044437,0.0,0.41752741582010766,0.0
Sn2As4Br,0.18250831233437187,0.0,0.39366373045753633,0.0
Sn6As10Br,0.12952432671576125,0.0,0.36598641241355545,0.0
Sn6As9Br,0.12347029295245712,2.3220746648671944,0.5342168286804228,0.0
Sn5As9Br,0.1373513199683225,0.0,0.29129207466579976,0.0
Sn5As8Br,0.12570629153433655,0.0,0.40125632071585826,0.0
Sn4As8Br,0.15062937401620186,0.0,0.24404979392328585,0.0
Sn4As7Br,0.1253455466646309,0.0,0.35771011518801676,0.0
Sn4As6Br,0.13103521901376652,2.396575057751414,0.5051871518921744,0.0
Sn3As6Br,0.1534443931672647,0.0,0.23429634875368677,0.0
Sn3As5Br,0.13306950850170954,2.401834159099875,0.5183671431518535,0.0
Sn2As5Br,0.16856726995504162,0.0,0.25107820018795324,0.0
Sn6As11Br,0.1500612363472145,0.0,0.24748909453852952,0.0
Be(SnAs2)5,0.15334373133540385,0.0,0.23799975701081555,0.0
BeSn5As9,0.14075666078106344,0.0,0.28556254823929683,0.0
BeSn5As8,0.1296420265562333,0.0,0.3945680620757127,0.0
Be(SnAs2)4,0.15362490000451348,0.0,0.23893621044732505,0.0
BeSn4As7,0.1288714668620983,0.0,0.35132179949269216,0.0
Be(Sn2As3)2,0.11799872627460653,2.36658221351936,0.5269189273038926,0.0
Be(SnAs2)3,0.1404079004281048,0.0,0.25039064706932956,0.0
BeSn3As5,0.12253943975773719,2.310219549054322,0.5251654944744991,0.0
BeSn2As5,0.1574990412622794,0.0,0.288784305620309,0.0
Sn4MoAs7,0.11416608814372918,0.0,0.41562219102164244,0.0
BeSn2As3,0.30964052207922055,1.7575345171945125,0.5675548823183806,0.0
BeSnAs3,0.13036004966168097,0.0,0.3569315934095765,0.0
BeSnAs,0.38490915436241796,1.997870992107247,0.5385275136897629,0.0
BeSn,0.1691424910451282,0.0,0.3114377264325121,0.0
Co(Sn5As8)2,0.136242798666635,0.0,0.4837729346268054,0.0
CoSn9As16,0.1536232116257911,0.0,0.32866658203524657,0.0
Co(Sn3As5)3,0.15262469324975264,0.0,0.31812672282429244,0.0
CoSn9As14,0.13510751847471608,2.2359290437717867,0.5132391374771476,0.0
Co(Sn4As7)2,0.15468478982668754,0.0,0.3016645417392909,0.0
CoSn8As13,0.13620090801345006,0.0,0.4919729554374823,0.0
Be(SnAs2)2,0.17407480629212946,0.0,0.42461965250077205,0.0
Sn4MoAs6,0.1035809396748111,2.399447018665061,0.5953965289324501,0.0
Sn3MoAs6,0.12599011382830938,0.0,0.2845211081980369,0.0
Sn3MoAs5,0.10596154832278866,2.5492740918160526,0.5673273921842394,0.0
Sn2MoAs5,0.1390582968215642,0.0,0.3439661068950164,0.0
Sn2MoAs4,0.1553669368666552,2.0596116161341183,0.5593016130174842,0.0
Sn2MoAs3,0.3318875634111919,1.6532237029470471,0.6088271185955374,0.0
SnMoAs3,0.13504975167266625,0.0,0.405099601962688,0.0
SnMoAs2,0.5234446967329457,1.8013519643019391,0.7778691643488977,0.0
SnMoAs,0.31080656101116955,1.8012169823402817,0.6829090454029432,0.0
Be(Sn3As5)2,0.13292966752850222,0.0,0.33326733783655194,0.0
Be(Sn5As8)2,0.13621519349309957,0.0,0.40844046000319756,0.0
BeSn9As16,0.15374475157654527,0.0,0.2650844335871182,0.0
Be(Sn3As5)3,0.15274623320050681,0.0,0.2558066205094951,0.0
BeSn8As15,0.15330339302136425,0.0,0.24496964483983907,0.0
Be(Sn4As7)2,0.15406479775252227,0.0,0.24142751079422475,0.0
BeSn8As13,0.1355809159392848,0.0,0.3818823919877987,0.0
BeSn7As13,0.1537053863681295,0.0,0.23799975701081555,0.0
BeSn7As12,0.14105653406229202,0.0,0.29123966964253856,0.0
BeSn7As11,0.13228867551718468,0.0,0.3829839611144623,0.0
BeSn6As11,0.15346657715995554,0.0,0.2216599659566446,0.0
SnMo,0.1444682090809972,0.0,0.2752992255097899,0.0
SrSn5As9,0.13739232485957284,0.0,0.22341622532198813,0.0
SrSn5As8,0.12671693778124063,0.0,0.319301398854414,0.0
Sr(SnAs2)4,0.15148597713652687,0.0,0.2007994134375507,0.0
SrSn4As7,0.12679108051349067,0.0,0.313596151862675,0.0
Sr(Sn2As3)2,0.11298606532463351,0.0,0.4844185294367448,0.0
Sr(SnAs2)3,0.1358682736002144,0.0,0.21983024174458887,0.0
SrSn3As5,0.11641449877103284,0.0,0.46734640810142225,0.0
SrSn3As4,0.22197690450029578,0.0,0.4342808539488201,0.0
Sr(SnAs2)2,0.1652490814291475,0.0,0.34370888196776717,0.0
AgSn,0.15450297271002308,0.0,0.3824287202928084,0.0
SrSnAs3,0.12143014012149492,0.0,0.3067386003575593,0.0
SrSnAs2,0.5055424398271149,2.1420687578065114,0.743724064715972,0.0
SrSnAs,0.2911173911427677,2.202015387279171,0.6145457997109209,0.0
Cd(Sn5As8)2,0.13524659638396652,0.0,0.47771679205460404,0.0
CdSn9As16,0.15629145467601377,0.0,0.32333596970218836,0.0
Cd(Sn3As5)3,0.15449076287891692,0.0,0.31288738339659794,0.0
